 #        Time[fs] E-potential           E-kinetic     E-Total    E-Total-Avg
         114.66   -0.7632388000E+02    0.1489591745E-01   -0.7630898408E+02   -0.7631742834E+02
         115.14   -0.7632401362E+02    0.1239283725E-01   -0.7631162079E+02   -0.7631740394E+02
         115.62   -0.7632540691E+02    0.1388308608E-01   -0.7631152383E+02   -0.7631737933E+02
         116.11   -0.7632806832E+02    0.2124350479E-01   -0.7630682482E+02   -0.7631733536E+02
         116.59   -0.7633117717E+02    0.2473479561E-01   -0.7630644237E+02   -0.7631729016E+02
         117.07   -0.7633359447E+02    0.1737965420E-01   -0.7631621482E+02   -0.7631728571E+02
         117.56   -0.7633489228E+02    0.1079156052E-01   -0.7632410072E+02   -0.7631731376E+02
         118.04   -0.7633535224E+02    0.8381893710E-02   -0.7632697034E+02   -0.7631735333E+02
         118.53   -0.7633521644E+02    0.1047173566E-01   -0.7632474470E+02   -0.7631738350E+02
         119.01   -0.7633469376E+02    0.1806954772E-01   -0.7631662422E+02   -0.7631738042E+02
         119.49   -0.7633425066E+02    0.1227799149E-01   -0.7632197267E+02   -0.7631739901E+02
         119.98   -0.7633416983E+02    0.5606688033E-02   -0.7632856314E+02   -0.7631744403E+02
         120.46   -0.7633438020E+02    0.6826791589E-02   -0.7632755341E+02   -0.7631748463E+02
         120.94   -0.7633471196E+02    0.1477183029E-01   -0.7631994013E+02   -0.7631749445E+02
         121.43   -0.7633475875E+02    0.2008072283E-01   -0.7631467803E+02   -0.7631748323E+02
         121.91   -0.7633489664E+02    0.2524286336E-01   -0.7630965378E+02   -0.7631745216E+02
         122.40   -0.7633550546E+02    0.2209143158E-01   -0.7631341403E+02   -0.7631743620E+02
         122.88   -0.7633596229E+02    0.1384997433E-01   -0.7632211231E+02   -0.7631745461E+02
         123.36   -0.7633552616E+02    0.1429781797E-01   -0.7632122834E+02   -0.7631746941E+02
         123.85   -0.7633334255E+02    0.1489578294E-01   -0.7631844677E+02   -0.7631747322E+02
         124.33   -0.7633035920E+02    0.1305276787E-01   -0.7631730643E+02   -0.7631747257E+02
         124.81   -0.7632818331E+02    0.1722990433E-01   -0.7631095341E+02   -0.7631744731E+02
         125.30   -0.7632688326E+02    0.1711111554E-01   -0.7630977215E+02   -0.7631741767E+02
         125.78   -0.7632576727E+02    0.1411823740E-01   -0.7631164903E+02   -0.7631739548E+02
         126.27   -0.7632477698E+02    0.2054556930E-01   -0.7630423141E+02   -0.7631734505E+02
         126.75   -0.7632441756E+02    0.2357927214E-01   -0.7630083829E+02   -0.7631728204E+02
         127.23   -0.7632699819E+02    0.2168109894E-01   -0.7630531709E+02   -0.7631723655E+02
         127.72   -0.7633082950E+02    0.1644219893E-01   -0.7631438730E+02   -0.7631722576E+02
         128.20   -0.7633295136E+02    0.9324305905E-02   -0.7632362706E+02   -0.7631724991E+02
         128.68   -0.7633382161E+02    0.6762638646E-02   -0.7632705897E+02   -0.7631728679E+02
         129.17   -0.7633423750E+02    0.8719049116E-02   -0.7632551845E+02   -0.7631731762E+02
         129.65   -0.7633439535E+02    0.1532419316E-01   -0.7631907115E+02   -0.7631732416E+02
         130.14   -0.7633437419E+02    0.1511843872E-01   -0.7631925575E+02   -0.7631733134E+02
         130.62   -0.7633436723E+02    0.1205973019E-01   -0.7632230750E+02   -0.7631734977E+02
         131.10   -0.7633437151E+02    0.1227730334E-01   -0.7632209420E+02   -0.7631736728E+02
         131.59   -0.7633428647E+02    0.1402397128E-01   -0.7632026250E+02   -0.7631737793E+02
         132.07   -0.7633405776E+02    0.1488606806E-01   -0.7631917169E+02   -0.7631738450E+02
         132.55   -0.7633380502E+02    0.1371962240E-01   -0.7632008539E+02   -0.7631739435E+02
         133.04   -0.7633398931E+02    0.1427455857E-01   -0.7631971475E+02   -0.7631740279E+02
         133.52   -0.7633478325E+02    0.1813949225E-01   -0.7631664375E+02   -0.7631740004E+02
         134.01   -0.7633509548E+02    0.1293177450E-01   -0.7632216371E+02   -0.7631741724E+02
         134.49   -0.7633489730E+02    0.8749992515E-02   -0.7632614731E+02   -0.7631744864E+02
         134.97   -0.7633467736E+02    0.1207827492E-01   -0.7632259909E+02   -0.7631746710E+02
         135.46   -0.7633431383E+02    0.2195497968E-01   -0.7631235885E+02   -0.7631744886E+02
         135.94   -0.7633324330E+02    0.2578342616E-01   -0.7630745988E+02   -0.7631741331E+02
         136.43   -0.7633248950E+02    0.1826522958E-01   -0.7631422427E+02   -0.7631740200E+02
         136.91   -0.7633324824E+02    0.1051668657E-01   -0.7632273155E+02   -0.7631742083E+02
         137.39   -0.7633497171E+02    0.8762027146E-02   -0.7632620968E+02   -0.7631745178E+02
         137.88   -0.7633645611E+02    0.9358101718E-02   -0.7632709800E+02   -0.7631748563E+02
         138.36   -0.7633700312E+02    0.1095242035E-01   -0.7632605070E+02   -0.7631751557E+02
         138.84   -0.7633660394E+02    0.1097870509E-01   -0.7632562523E+02   -0.7631754383E+02
         139.33   -0.7633560108E+02    0.9125415081E-02   -0.7632647566E+02   -0.7631757484E+02
